Landmark_Name,Landmark_Alternate_Name,BuildType,USE_ORIG,Use_Second,Use_Tertia,Borough,Neighborhood,Address,latitude,longitude,geometry,FID,OBJECTID,Block,Lot,BBL_Code,Shape_Leng,Shape_Area,URL_IMAGE
Long Island Business College,"",School,"Institutional, private school","","",Brooklyn,South Williamsburg,143 South 8th Street,40.70965,-73.96299,Point,461,927,2132,30,3021320030,399.19022,9935.559,http://www1.nyc.gov/assets/lpc/images/content/designations/2544.jpg
189 Front Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail","",Manhattan,South Street Seaport,189 Front Street,40.706577,-74.00405,Point,551,1018,74,1,1000740001,167.50339,1317.9996,http://www1.nyc.gov/assets/lpc/images/content/designations/0073.jpg
56-58 Pine Street Building,"",Office Building,"Commercial, office building","","",Manhattan,Financial District,56-58 Pine Street,40.706844,-74.00833,Point,1092,758,41,7503,1000417503,386.2754,7027.5654,http://www1.nyc.gov/assets/lpc/images/content/designations/1951.jpg
Saint Paul's Memorial Church and Rectory,"",Church,"Religious, church, Episcopal","","",Staten Island,"Stapleton, Rosebank",217-225 St. Paul's Avenue,40.63207,-74.07889,Point,27,1234,516,0,0,839.45135,44086.87,http://www1.nyc.gov/assets/lpc/images/content/designations/0891.jpg
"Saint Paul's Evangelical Lutheran Church, Sunday School and Parsonage","",Church,"Religious, church, Lutheran","","",Brooklyn,Williamsburg,334 South 5th Street,40.7084,-73.956085,Point,467,933,2462,2,3024620002,494.72217,13379.015,http://www1.nyc.gov/assets/lpc/images/content/designations/2418.jpg
American Bank Note Company Printing Plant,"",Factory,"Industrial, factory","","",The Bronx,Hunts Point,1201 Lafayette Avenue,40.817116,-73.89093,Point,475,942,2739,15,2027390015,1711.3976,186438.11,http://www1.nyc.gov/assets/lpc/images/content/designations/2298.jpg
4 Fulton Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail","",Manhattan,South Street Seaport,4 Fulton Street,40.706398,-74.00355,Point,544,1011,74,1,1000740001,156.79538,1084.8141,http://www1.nyc.gov/assets/lpc/images/content/designations/0066.jpg
"Hall of Languages, New York University",now Bronx Community College,School,"Institutional, school, university","","",The Bronx,"Todt Hill, Emerson Hill, Hartland Village, Lighthouse Hill",Hall of Fame Terrace at Sedgwick Avenue,40.858295,-73.91398,Point,555,1022,3222,62,2032220062,304.27716,5452.4507,http://www1.nyc.gov/assets/lpc/images/content/designations/0114.jpg
Famous Players-Lasky Studio,"now Kaufman's Astoria Motion Picture and Television Center, designated as Paramount Studios Building No. 1",Studio,"Commercial, movie studio","","",Queens,Astoria,35-11 35th Avenue,40.756947,-73.92451,Point,37,1244,643,1,4006430001,1082.1995,68089.87,http://www1.nyc.gov/assets/lpc/images/content/designations/0977.jpg
Trans World Airlines Flight Center at New York International Airport,"",Airport Terminal,"Infrastructure, airport terminal","","",Queens,Kennedy Airport,John F. Kennedy International Airport,40.645565,-73.77732,Point,617,1085,14260,1,4142600001,3782.4438,102808.336,http://www1.nyc.gov/assets/lpc/images/content/designations/1915.jpg
Metropolitan Baptist Church,originally the New York Presbyterian Church,Church,"Religious, church, Presbyterian","Religious, church, Baptist","",Manhattan,Harlem,151 West 128th Street,40.810925,-73.946396,Point,817,482,1913,1,1019130001,410.2616,10519.24,http://www1.nyc.gov/assets/lpc/images/content/designations/1134.jpg
Bank of the Metropolis,"",Office Building,"Commercial, office building",Bank,"",Manhattan,Union Square,31 Union Square West,40.736877,-73.99114,Point,1306,170,844,17,1008440017,612.51434,10057.518,http://www1.nyc.gov/assets/lpc/images/content/designations/1537.jpg
New Amsterdam Theater,"",Theater,"Commercial, theater","","",Manhattan,Midtown/Midtown South,214 West 42nd Street,40.75593,-73.988045,Point,1454,318,1013,39,1010130039,720.4601,18201.564,http://www1.nyc.gov/assets/lpc/images/content/designations/1026.jpg
Thomson Meter Company Building,(later New York Eskimo Pie Corporation Building),Factory,"Industrial, factory","","",Brooklyn,"DUMBO, Vinegar Hill, Downtown Brooklyn, Boerum Hill",100-110 Bridge Street,40.701157,-73.985054,Point,119,1326,66,18,3000660018,603.0621,21014.164,http://www1.nyc.gov/assets/lpc/images/content/designations/2139.jpg
Mount Saint Vincent Academy,now the Administration Building,School,"Institutional, school, university","","",The Bronx,"North Riverdale, Fieldston, Riverdale",West 261st Street at Palisade Avenue,40.913723,-73.908714,Point,685,1153,5958,1,2059580001,2237.221,49744.29,http://www1.nyc.gov/assets/lpc/images/content/designations/1014.jpg
Saint James Roman Catholic Church,"",Church,"Religious, church, Roman Catholic",Roman Catholic Church,"",Manhattan,Chinatown,32 James Street,40.712234,-73.99851,Point,1462,327,279,25,1002790025,461.98218,11067.313,http://www1.nyc.gov/assets/lpc/images/content/designations/0092.jpg
Hotel Wolcott,"",Apartment Hotel,"Commercial, hotel","","",Manhattan,Midtown,4 West 31st Street,40.746624,-73.98671,Point,1497,362,832,49,1008320049,397.97433,9891.592,http://www1.nyc.gov/assets/lpc/images/content/designations/2423.jpg
10 Fulton Street Building,"",Countinghouse,"Commercial, countinghouse","Commercial, Retail","",Manhattan,South Street Seaport,10 Fulton Street,40.706528,-74.003685,Point,595,1062,74,1,1000740001,172.90054,1326.3568,http://www1.nyc.gov/assets/lpc/images/content/designations/0063.jpg
New York City Lunatic Asylum,designated as Octagon Tower,Asylum,"Civic, asylum","","",Manhattan,Roosevelt Island,"Roosevelt Island, located approximately opposite East 79th Street",40.769062,-73.94357,Point,672,1140,1373,1,1013730001,287.68576,5591.387,http://www1.nyc.gov/assets/lpc/images/content/designations/0910.jpg
Broadway-Chambers Building,"",Office Building,"Commercial, office building","","",Manhattan,Civic Center,277 Broadway,40.714443,-74.00646,Point,756,421,149,33,1001490033,309.95325,5503.1255,http://www1.nyc.gov/assets/lpc/images/content/designations/1753.jpg
Fire Engine Company No. 65,"",Fire Station,"Civic, fire station","","",Manhattan,Midtown/Midtown South,33 West 43rd Street,40.75505,-73.98192,Point,1368,232,1259,18,1012590018,249.77403,2307.751,http://www1.nyc.gov/assets/lpc/images/content/designations/1545.jpg
Little Theater,now the Helen Hayes Theater,Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,238 West 44th Street,40.757874,-73.98784,Point,1310,174,1015,51,1010150051,355.9667,7759.8623,http://www1.nyc.gov/assets/lpc/images/content/designations/1346.jpg
St. Louis Hotel,now Hotel Grand Union,Apartment Hotel,"Commercial, hotel","","",Manhattan,Midtown,34 East 32nd Street,40.74601,-73.98333,Point,1366,230,861,52,1008610052,286.66818,4100.788,http://www1.nyc.gov/assets/lpc/images/content/designations/2533.jpg
Erasmus Hall Academy,designated as Erasmus Hall Museum,School,"Civic, school","",Museum,Brooklyn,Flatbush,in the courtyard of Erasmus Hall High School,40.64959,-73.95748,Point,695,1163,5103,10,3051030010,299.02084,4096.2783,http://www1.nyc.gov/assets/lpc/images/content/designations/0171.jpg
Cort Theater,"",Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,138-146 West 48th Street,40.759125,-73.983055,Point,801,466,1000,49,1010000049,391.38126,9565.092,http://www1.nyc.gov/assets/lpc/images/content/designations/1328.jpg
Estey Piano Company Factory,"",Factory,"Industrial, factory","Commercial, studios","",The Bronx,Mott Haven,112-128 Lincoln Avenue,40.80787,-73.92896,Point,125,1332,2309,1,2023090001,883.6206,17103.977,http://www1.nyc.gov/assets/lpc/images/content/designations/2195.jpg
Fourteenth Ward Industrial School of the Children's Aid Society (Astor Memorial Building),"",School,"Institutional, charitable, school",res,"",Manhattan,SoHo,256-258 Mott Street,40.72355,-73.99442,Point,1279,143,508,6,1005080006,269.61835,3872.5142,http://www1.nyc.gov/assets/lpc/images/content/designations/0960.jpg
Church of All Saints Complex,"",Church,"Religious, church, Roman Catholic","Religious, school, Roman Catholic","",Manhattan,Central Harlem North/Polo Grounds,47 East 129th Street,40.808475,-73.93824,Point,559,1026,1754,0,0,678.50446,25162.691,http://www1.nyc.gov/assets/lpc/images/content/designations/2165.jpg
Eighth Coastal Artillery Armory,"later the Eighth Regiment Armory, designated as the Kingsbridge Armory",Armory,"Civic, armory","","",The Bronx,Van Cortlandt Village,29 West Kingsbridge Road,40.868477,-73.89823,Point,520,987,3247,2,2032470002,2160.5676,293714.4,http://www1.nyc.gov/assets/lpc/images/content/designations/0823.jpg
Saint Paul Roman Catholic Church,"",Church,"Religious, church, Roman Catholic","","",Manhattan,Harlem,121 (115 - 125) East 117th Street,40.79989,-73.941696,Point,174,1381,1645,7,1016450007,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/0291.jpg
Marine Air Terminal,"",Airport Terminal,"Infrastructure, airport terminal","","",Queens,LaGuardia Airport,LaGuardia Airport,40.773567,-73.885796,Point,618,1086,926,1,4009260001,684.2235,21458.502,http://www1.nyc.gov/assets/lpc/images/content/designations/1109.jpg
Fire Engine Company No. 384 and Hook & Ladder Company No. 34,"",Fire Station,"Civic, fire station","","",Manhattan,Washington Heights,513-515 West 161st Street,40.83592,-73.94095,Point,1105,771,2120,46,1021200046,305.7619,5210.05,http://www1.nyc.gov/assets/lpc/images/content/designations/1863.jpg
Town Hall,"",Club,"Institutional, club","",Meeting Hall,Manhattan,Theatre District,113-123 West 43rd Street,40.7561,-73.98438,Point,1263,127,996,21,1009960021,455.48114,12830.109,http://www1.nyc.gov/assets/lpc/images/content/designations/1011.jpg
Forty-Sixth Street Theater,now the Richard Rodgers Theater,Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,223-236 West 46th Street,40.75905,-73.98674,Point,1506,371,1017,48,1010170048,437.70285,11925.486,http://www1.nyc.gov/assets/lpc/images/content/designations/1333.jpg
Grand Hotel,"",Hotel,"Commercial, hotel","","",Manhattan,Midtown/Midtown South,1232-1238 Broadway,40.74717,-73.98799,Point,1509,374,832,66,1008320066,531.828,16381.465,http://www1.nyc.gov/assets/lpc/images/content/designations/1041.jpg
Riverdale Presbyterian Church,"",Church,"Religious, church, Presbyterian","","",The Bronx,Riverdale,4765 Henry Hudson Parkway,40.895847,-73.90903,Point,512,979,5912,13,2059120013,1434.1986,55139.535,http://www1.nyc.gov/assets/lpc/images/content/designations/0128.jpg
American Museum of Natural History,"",Museum,"Institutional, museum","","",Manhattan,Upper West Side,Central Park West at West 77th Street,40.78116,-73.974045,Point,706,1174,1130,1,1011300001,3479.306,331134.66,http://www1.nyc.gov/assets/lpc/images/content/designations/0282.jpg
Mother African Methodist Episcopal Zion Church,"",Church,"Religious, church, African Methodist Episcopal Zion","","",Manhattan,Harlem,140 West 137th Street,40.81595,-73.94181,Point,849,514,1921,51,1019210051,426.98627,10394.216,http://www1.nyc.gov/assets/lpc/images/content/designations/1849.jpg
New York Times Building,"",Office Building,"Commercial, office building",Pace University,"",Manhattan,Civic Center,41 Park Row,40.711678,-74.00619,Point,1291,155,101,2,1001010002,357.75433,7695.0186,http://www1.nyc.gov/assets/lpc/images/content/designations/2031.jpg
Madison Belmont Building,"",Office Building,"Commercial, office building","","",Manhattan,"",181 Madison Avenue,40.74735,-73.982735,Point,1525,390,863,60,1008630060,723.16943,13476.642,http://www1.nyc.gov/assets/lpc/images/content/designations/2425.jpg
Haskins & Sells Building,"",Office Building,"Commercial, office building","","",Manhattan,"",35 West 39th Street,40.752617,-73.98414,Point,1474,339,841,18,1008410018,291.75,4482.5312,http://www1.nyc.gov/assets/lpc/images/content/designations/2417.jpg
Brooklyn City Hall,now Brooklyn Borough Hall,City Hall,"Civic, city hall","","",Brooklyn,Downtown Brooklyn,209 Joralemon Street,40.69277,-73.990295,Point,688,1156,0,0,0,577.179,16756.336,http://www1.nyc.gov/assets/lpc/images/content/designations/0147.jpg
Scribner Building,now the United Synagogue of America,Office Building,"Commercial, office building","","",Manhattan,"Hudson Yards, Chelsea, Flatiron, Union Square",153-157 Fifth Avenue,40.74044,-73.990036,Point,1284,148,850,4,1008500004,290.59372,5070.639,http://www1.nyc.gov/assets/lpc/images/content/designations/0935.jpg
Pershing Square Building,"",Office Building,"Commercial, offices","","",Manhattan,Midtown East,125 Park Avenue,40.751602,-73.97752,Point,187,0,1296,1,1012960001,0.0,0.0,http://www1.nyc.gov/assets/lpc/images/content/designations/2556.jpg
J. P. Morgan & Co. Building,"",Bank,"Commercial, bank","","",Manhattan,Financial District,23 Wall Street,40.706745,-74.010506,Point,534,1001,26,7501,1000267501,411.83432,10751.378,http://www1.nyc.gov/assets/lpc/images/content/designations/0039.jpg
"Rogers, Peet & Company Building","",Office Building,"Commercial, office building","Commercial, retail","",Manhattan,"",258 Broadway,40.713684,-74.007324,Point,1059,725,134,25,1001340025,535.9904,11824.58,http://www1.nyc.gov/assets/lpc/images/content/designations/2432.jpg
Metropolitan Savings Bank,now the First Ukrainian Evangelical Pentecostal Church,Bank,"Commercial, bank",Church,"",Manhattan,East Village,9 East 7th Street,40.728943,-73.990005,Point,1346,210,463,1,1004630001,241.75496,3389.4702,http://www1.nyc.gov/assets/lpc/images/content/designations/0183.jpg
A. I. Namm & Son Department Store,"",Department Store,"Commercial, retail, store","","",Brooklyn,Downtown Brooklyn,450-458 Fulton Street,40.690273,-73.98499,Point,375,841,157,9,3001570009,428.15067,9665.348,http://www1.nyc.gov/assets/lpc/images/content/designations/2170.jpg
Grace Chapel,now Immaculate Conception Church,Church,"Religious, church, Episcopal",Roman Catholic church,"",Manhattan,East Village,406 East 14th Street,40.730804,-73.982254,Point,562,1029,441,10,1004410001,425.6701,9135.486,http://www1.nyc.gov/assets/lpc/images/content/designations/0226.jpg
Aeolian Building,"",Office Building,"Commercial, office building",Retail,"",Manhattan,Midtown/Midtown South,689-691 Fifth Avenue,40.761036,-73.97491,Point,913,579,1290,1,1012900001,409.3212,7195.3,http://www1.nyc.gov/assets/lpc/images/content/designations/2125.jpg
New-York Historical Society,"",Museum,"Institutional, museum","Institutional, Museum","",Manhattan,Lincoln Square,170 Central Park West,40.779305,-73.97438,Point,1113,779,1129,29,1011290029,980.5706,46387.812,http://www1.nyc.gov/assets/lpc/images/content/designations/0281.jpg
Longacre Theater,"",Theater,"Commercial, theater",Theater,"",Manhattan,Theatre District,220-228 West 48th Street,40.760357,-73.98598,Point,1292,156,1019,50,1010190050,403.6126,10176.548,http://www1.nyc.gov/assets/lpc/images/content/designations/1348.jpg
Seagram Building,"",Office Building,"Commercial, office building","","",Manhattan,Turtle Bay/East Midtown,375 Park Avenue,40.758465,-73.972145,Point,1052,718,1307,1,1013070001,995.22253,59948.21,http://www1.nyc.gov/assets/lpc/images/content/designations/1664.jpg
J. Kurtz & Sons Store,"",Store,"Commercial, retail, store","","",Queens,Jamaica,162-24 Jamaica Avenue,40.70428,-73.79703,Point,1245,109,10102,10,4101020010,362.57074,6926.8306,http://www1.nyc.gov/assets/lpc/images/content/designations/1132.jpg
Globe Theater,now the Lunt-Fontanne Theater,Theater,"Commercial, theater",Theater,Movie theatre,Manhattan,Theatre District,203-217 West 46th Street,40.75919,-73.985916,Point,1313,177,1018,20,1010180020,483.0026,14247.916,http://www1.nyc.gov/assets/lpc/images/content/designations/1350.jpg
Joseph Loth & Company Silk Ribbon Mill,"",Factory,"Industrial, factory","","",Manhattan,Hamilton Heights,1828 Amsterdam Avenue,40.82885,-73.945366,Point,816,481,2082,28,1020820028,621.6159,21743.752,http://www1.nyc.gov/assets/lpc/images/content/designations/1860.jpg
Loew's Paradise Theater,"",Theater,"Commercial, theater","","",The Bronx,Fordham South,2401-2419 Grand Concourse,40.860573,-73.89885,Point,489,956,3165,44,2031650044,804.1118,38860.16,http://www1.nyc.gov/assets/lpc/images/content/designations/1891.jpg
